"Statistic Label","Year","Nace Rev 2 Activity","UNIT","VALUE"
"Employees - Total","2015","Building completion and finishing (433)","Number","10972"
"Employees - Total","2015","Other specialised construction activities (439)","Number","10168"
"Employees - Total","2015","Construction (41 to 43)","Number","73587"
"Employees - Total","2016","Development of building projects (411)","Number","1901"
"Employees - Total","2016","Construction of residential and non-residential buildings (412)","Number","23328"
"Employees - Total","2016","Construction of roads and railways (421)","Number","2692"
"Employees - Total","2016","Construction of utility projects (422)","Number","2523"
"Employees - Total","2016","Construction of other civil engineering projects (429)","Number","2446"
"Employees - Total","2016","Demolition and site preparation (431)","Number","1252"
"Employees - Total","2016","Electrical, plumbing and other construction installation activities (432)","Number","25628"
"Employees - Total","2016","Building completion and finishing (433)","Number","13101"
"Employees - Total","2016","Other specialised construction activities (439)","Number","12085"
"Employees - Total","2016","Construction (41 to 43)","Number","84956"
"Employees - Total","2017","Development of building projects (411)","Number","2414"
"Employees - Total","2017","Construction of residential and non-residential buildings (412)","Number","26984"
"Employees - Total","2017","Construction of roads and railways (421)","Number","3040"
"Employees - Total","2017","Construction of utility projects (422)","Number","2864"
"Employees - Total","2017","Construction of other civil engineering projects (429)","Number","2710"
"Employees - Total","2017","Demolition and site preparation (431)","Number","1275"
"Employees - Total","2017","Electrical, plumbing and other construction installation activities (432)","Number","29723"
"Employees - Total","2017","Building completion and finishing (433)","Number","15005"
"Employees - Total","2017","Other specialised construction activities (439)","Number","13887"
"Employees - Total","2017","Construction (41 to 43)","Number","97902"
"Employees - Total","2018","Development of building projects (411)","Number","2603"
"Employees - Total","2018","Construction of residential and non-residential buildings (412)","Number","29048"
"Employees - Total","2018","Construction of roads and railways (421)","Number","3617"
"Employees - Total","2018","Construction of utility projects (422)","Number","2591"
"Employees - Total","2018","Construction of other civil engineering projects (429)","Number","2564"
"Employees - Total","2018","Demolition and site preparation (431)","Number","1616"
"Employees - Total","2018","Electrical, plumbing and other construction installation activities (432)","Number","32418"
"Employees - Total","2018","Building completion and finishing (433)","Number","16291"
"Employees - Total","2018","Other specialised construction activities (439)","Number","15299"
"Employees - Total","2018","Construction (41 to 43)","Number","106047"
"Employees - Total","2019","Development of building projects (411)","Number","3386"
"Employees - Total","2019","Construction of residential and non-residential buildings (412)","Number","31494"
"Employees - Total","2019","Construction of roads and railways (421)","Number","4095"
"Employees - Total","2019","Construction of utility projects (422)","Number","2758"
"Employees - Total","2019","Construction of other civil engineering projects (429)","Number","3097"
"Employees - Total","2019","Demolition and site preparation (431)","Number","1886"
"Employees - Total","2019","Electrical, plumbing and other construction installation activities (432)","Number","36630"
"Employees - Total","2019","Building completion and finishing (433)","Number","18308"
"Employees - Total","2019","Other specialised construction activities (439)","Number","17270"
"Employees - Total","2019","Construction (41 to 43)","Number","118924"
"Persons Engaged - Proprietors and Unpaid Family Workers","2008","Development of building projects (411)","Number",""
"Persons Engaged - Proprietors and Unpaid Family Workers","2008","Construction of residential and non-residential buildings (412)","Number",""
"Persons Engaged - Proprietors and Unpaid Family Workers","2008","Construction of roads and railways (421)","Number",""
"Persons Engaged - Proprietors and Unpaid Family Workers","2008","Construction of utility projects (422)","Number",""
"Persons Engaged - Proprietors and Unpaid Family Workers","2008","Construction of other civil engineering projects (429)","Number",""
"Persons Engaged - Proprietors and Unpaid Family Workers","2008","Demolition and site preparation (431)","Number",""
"Persons Engaged - Proprietors and Unpaid Family Workers","2008","Electrical, plumbing and other construction installation activities (432)","Number",""
"Persons Engaged - Proprietors and Unpaid Family Workers","2008","Building completion and finishing (433)","Number",""
"Persons Engaged - Proprietors and Unpaid Family Workers","2008","Other specialised construction activities (439)","Number",""
