"Statistic Label","Year","Persons Engaged","UNIT","VALUE"
"Turnover - Other","2014","50 - 249","Euro Thousand",""
"Turnover - Other","2014","250 and over","Euro Thousand",""
"Turnover - Other","2015","0 - 9","Euro Thousand",""
"Turnover - Other","2015","10 - 49","Euro Thousand",""
"Turnover - Other","2015","50 - 249","Euro Thousand",""
"Turnover - Other","2015","250 and over","Euro Thousand",""
"Turnover - Other","2016","0 - 9","Euro Thousand",""
"Turnover - Other","2016","10 - 49","Euro Thousand",""
"Turnover - Other","2016","50 - 249","Euro Thousand",""
"Turnover - Other","2016","250 and over","Euro Thousand",""
"Turnover - Other","2017","0 - 9","Euro Thousand",""
"Turnover - Other","2017","10 - 49","Euro Thousand",""
"Turnover - Other","2017","50 - 249","Euro Thousand",""
"Turnover - Other","2017","250 and over","Euro Thousand",""
"Turnover - Other","2018","0 - 9","Euro Thousand",""
"Turnover - Other","2018","10 - 49","Euro Thousand",""
"Turnover - Other","2018","50 - 249","Euro Thousand",""
"Turnover - Other","2018","250 and over","Euro Thousand",""
"Turnover - Other","2019","0 - 9","Euro Thousand",""
"Turnover - Other","2019","10 - 49","Euro Thousand",""
"Turnover - Other","2019","50 - 249","Euro Thousand",""
"Turnover - Other","2019","250 and over","Euro Thousand",""
"Turnover - Total","2008","0 - 9","Euro Thousand","20916733"
"Turnover - Total","2008","10 - 49","Euro Thousand","7432391"
"Turnover - Total","2008","50 - 249","Euro Thousand","5511499"
"Turnover - Total","2008","250 and over","Euro Thousand","4229992"
"Turnover - Total","2009","0 - 9","Euro Thousand","13869522"
"Turnover - Total","2009","10 - 49","Euro Thousand","4905966"
"Turnover - Total","2009","50 - 249","Euro Thousand","2870362"
"Turnover - Total","2009","250 and over","Euro Thousand","2424388"
"Turnover - Total","2010","0 - 9","Euro Thousand","12193391"
"Turnover - Total","2010","10 - 49","Euro Thousand","2781201"
"Turnover - Total","2010","50 - 249","Euro Thousand","1289404"
"Turnover - Total","2010","250 and over","Euro Thousand","1448903"
"Turnover - Total","2011","0 - 9","Euro Thousand","11217379"
"Turnover - Total","2011","10 - 49","Euro Thousand","2474875"
"Turnover - Total","2011","50 - 249","Euro Thousand","1064493"
"Turnover - Total","2011","250 and over","Euro Thousand","820701"
"Turnover - Total","2012","0 - 9","Euro Thousand","5992585"
"Turnover - Total","2012","10 - 49","Euro Thousand","1517997"
"Turnover - Total","2012","50 - 249","Euro Thousand","874789"
"Turnover - Total","2012","250 and over","Euro Thousand","412036"
"Turnover - Total","2013","0 - 9","Euro Thousand","7236422"
"Turnover - Total","2013","10 - 49","Euro Thousand","1682817"
"Turnover - Total","2013","50 - 249","Euro Thousand","703253"
"Turnover - Total","2013","250 and over","Euro Thousand","374189"
"Turnover - Total","2014","0 - 9","Euro Thousand","9601089"
"Turnover - Total","2014","10 - 49","Euro Thousand","2458106"
"Turnover - Total","2014","50 - 249","Euro Thousand","1031045"
"Turnover - Total","2014","250 and over","Euro Thousand","1117968"
"Turnover - Total","2015","0 - 9","Euro Thousand","9421603"
"Turnover - Total","2015","10 - 49","Euro Thousand","2953782"
"Turnover - Total","2015","50 - 249","Euro Thousand","1067565"
"Turnover - Total","2015","250 and over","Euro Thousand","1501769"
"Turnover - Total","2016","0 - 9","Euro Thousand","11672936"
"Turnover - Total","2016","10 - 49","Euro Thousand","3885261"
"Turnover - Total","2016","50 - 249","Euro Thousand","1837297"
"Turnover - Total","2016","250 and over","Euro Thousand","2032701"
"Turnover - Total","2017","0 - 9","Euro Thousand","14538455"
"Turnover - Total","2017","10 - 49","Euro Thousand","5431732"
"Turnover - Total","2017","50 - 249","Euro Thousand","2522191"
"Turnover - Total","2017","250 and over","Euro Thousand","2376281"
"Turnover - Total","2018","0 - 9","Euro Thousand","16099809"
"Turnover - Total","2018","10 - 49","Euro Thousand","6231884"
"Turnover - Total","2018","50 - 249","Euro Thousand","3226356"
"Turnover - Total","2018","250 and over","Euro Thousand","3594866"
"Turnover - Total","2019","0 - 9","Euro Thousand","17883736"
"Turnover - Total","2019","10 - 49","Euro Thousand","6906009"
"Turnover - Total","2019","50 - 249","Euro Thousand","4058646"
"Turnover - Total","2019","250 and over","Euro Thousand","4852238"
"Payments to other subcontractors","2008","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2008","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2008","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2008","250 and over","Euro Thousand",""
"Payments to other subcontractors","2009","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2009","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2009","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2009","250 and over","Euro Thousand",""
"Payments to other subcontractors","2010","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2010","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2010","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2010","250 and over","Euro Thousand",""
"Payments to other subcontractors","2011","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2011","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2011","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2011","250 and over","Euro Thousand",""
"Payments to other subcontractors","2012","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2012","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2012","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2012","250 and over","Euro Thousand",""
"Payments to other subcontractors","2013","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2013","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2013","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2013","250 and over","Euro Thousand",""
"Payments to other subcontractors","2014","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2014","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2014","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2014","250 and over","Euro Thousand",""
"Payments to other subcontractors","2015","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2015","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2015","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2015","250 and over","Euro Thousand",""
"Payments to other subcontractors","2016","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2016","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2016","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2016","250 and over","Euro Thousand",""
"Payments to other subcontractors","2017","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2017","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2017","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2017","250 and over","Euro Thousand",""
"Payments to other subcontractors","2018","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2018","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2018","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2018","250 and over","Euro Thousand",""
"Payments to other subcontractors","2019","0 - 9","Euro Thousand",""
"Payments to other subcontractors","2019","10 - 49","Euro Thousand",""
"Payments to other subcontractors","2019","50 - 249","Euro Thousand",""
"Payments to other subcontractors","2019","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2008","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2008","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2008","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2008","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2009","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2009","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2009","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2009","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2010","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2010","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2010","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2010","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2011","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2011","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2011","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2011","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2012","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2012","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2012","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2012","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2013","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2013","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2013","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2013","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2014","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2014","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2014","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2014","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2015","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2015","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2015","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2015","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2016","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2016","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2016","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2016","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2017","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2017","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2017","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2017","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2018","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2018","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2018","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2018","250 and over","Euro Thousand",""
"Turnover less payments to subcontractors","2019","0 - 9","Euro Thousand",""
"Turnover less payments to subcontractors","2019","10 - 49","Euro Thousand",""
"Turnover less payments to subcontractors","2019","50 - 249","Euro Thousand",""
"Turnover less payments to subcontractors","2019","250 and over","Euro Thousand",""
"Assets made for own use","2008","0 - 9","Euro Thousand",""
"Assets made for own use","2008","10 - 49","Euro Thousand",""
"Assets made for own use","2008","50 - 249","Euro Thousand",""
"Assets made for own use","2008","250 and over","Euro Thousand",""
"Assets made for own use","2009","0 - 9","Euro Thousand",""
"Assets made for own use","2009","10 - 49","Euro Thousand",""
"Assets made for own use","2009","50 - 249","Euro Thousand",""
"Assets made for own use","2009","250 and over","Euro Thousand",""
"Assets made for own use","2010","0 - 9","Euro Thousand",""
"Assets made for own use","2010","10 - 49","Euro Thousand",""
"Assets made for own use","2010","50 - 249","Euro Thousand",""
"Assets made for own use","2010","250 and over","Euro Thousand",""
"Assets made for own use","2011","0 - 9","Euro Thousand",""
"Assets made for own use","2011","10 - 49","Euro Thousand",""
"Assets made for own use","2011","50 - 249","Euro Thousand",""
"Assets made for own use","2011","250 and over","Euro Thousand",""
"Assets made for own use","2012","0 - 9","Euro Thousand",""
"Assets made for own use","2012","10 - 49","Euro Thousand",""
"Assets made for own use","2012","50 - 249","Euro Thousand",""
"Assets made for own use","2012","250 and over","Euro Thousand",""
"Assets made for own use","2013","0 - 9","Euro Thousand",""
"Assets made for own use","2013","10 - 49","Euro Thousand",""
"Assets made for own use","2013","50 - 249","Euro Thousand",""
"Assets made for own use","2013","250 and over","Euro Thousand",""
"Assets made for own use","2014","0 - 9","Euro Thousand",""
"Assets made for own use","2014","10 - 49","Euro Thousand",""
"Assets made for own use","2014","50 - 249","Euro Thousand",""
"Assets made for own use","2014","250 and over","Euro Thousand",""
"Assets made for own use","2015","0 - 9","Euro Thousand",""
"Assets made for own use","2015","10 - 49","Euro Thousand",""
"Assets made for own use","2015","50 - 249","Euro Thousand",""
"Assets made for own use","2015","250 and over","Euro Thousand",""
"Assets made for own use","2016","0 - 9","Euro Thousand",""
"Assets made for own use","2016","10 - 49","Euro Thousand",""
"Assets made for own use","2016","50 - 249","Euro Thousand",""
"Assets made for own use","2016","250 and over","Euro Thousand",""
"Assets made for own use","2017","0 - 9","Euro Thousand",""
"Assets made for own use","2017","10 - 49","Euro Thousand",""
"Assets made for own use","2017","50 - 249","Euro Thousand",""
"Assets made for own use","2017","250 and over","Euro Thousand",""
"Assets made for own use","2018","0 - 9","Euro Thousand",""
"Assets made for own use","2018","10 - 49","Euro Thousand",""
"Assets made for own use","2018","50 - 249","Euro Thousand",""
"Assets made for own use","2018","250 and over","Euro Thousand",""
"Assets made for own use","2019","0 - 9","Euro Thousand",""
"Assets made for own use","2019","10 - 49","Euro Thousand",""
"Assets made for own use","2019","50 - 249","Euro Thousand",""
"Assets made for own use","2019","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2008","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2008","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2008","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2008","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2009","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2009","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2009","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2009","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2010","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2010","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2010","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2010","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2011","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2011","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2011","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2011","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2012","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2012","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2012","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2012","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2013","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2013","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2013","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2013","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2014","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2014","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2014","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2014","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2015","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2015","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2015","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2015","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2016","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2016","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2016","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2016","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2017","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2017","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2017","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2017","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2018","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2018","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2018","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2018","250 and over","Euro Thousand",""
"Purchases - Materials and energy","2019","0 - 9","Euro Thousand",""
"Purchases - Materials and energy","2019","10 - 49","Euro Thousand",""
"Purchases - Materials and energy","2019","50 - 249","Euro Thousand",""
"Purchases - Materials and energy","2019","250 and over","Euro Thousand",""
"Purchases - Industrial services","2008","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2008","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2008","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2008","250 and over","Euro Thousand",""
"Purchases - Industrial services","2009","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2009","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2009","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2009","250 and over","Euro Thousand",""
"Purchases - Industrial services","2010","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2010","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2010","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2010","250 and over","Euro Thousand",""
"Purchases - Industrial services","2011","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2011","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2011","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2011","250 and over","Euro Thousand",""
"Purchases - Industrial services","2012","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2012","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2012","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2012","250 and over","Euro Thousand",""
"Purchases - Industrial services","2013","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2013","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2013","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2013","250 and over","Euro Thousand",""
"Purchases - Industrial services","2014","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2014","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2014","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2014","250 and over","Euro Thousand",""
"Purchases - Industrial services","2015","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2015","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2015","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2015","250 and over","Euro Thousand",""
"Purchases - Industrial services","2016","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2016","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2016","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2016","250 and over","Euro Thousand",""
"Purchases - Industrial services","2017","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2017","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2017","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2017","250 and over","Euro Thousand",""
"Purchases - Industrial services","2018","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2018","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2018","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2018","250 and over","Euro Thousand",""
"Purchases - Industrial services","2019","0 - 9","Euro Thousand",""
"Purchases - Industrial services","2019","10 - 49","Euro Thousand",""
"Purchases - Industrial services","2019","50 - 249","Euro Thousand",""
"Purchases - Industrial services","2019","250 and over","Euro Thousand",""
"Purchases - Factored goods","2008","0 - 9","Euro Thousand",""
"Purchases - Factored goods","2008","10 - 49","Euro Thousand",""
"Purchases - Factored goods","2008","50 - 249","Euro Thousand",""
"Purchases - Factored goods","2008","250 and over","Euro Thousand",""
"Purchases - Factored goods","2009","0 - 9","Euro Thousand",""
"Purchases - Factored goods","2009","10 - 49","Euro Thousand",""
"Purchases - Factored goods","2009","50 - 249","Euro Thousand",""
"Purchases - Factored goods","2009","250 and over","Euro Thousand",""
"Purchases - Factored goods","2010","0 - 9","Euro Thousand",""
"Purchases - Factored goods","2010","10 - 49","Euro Thousand",""
"Purchases - Factored goods","2010","50 - 249","Euro Thousand",""
"Purchases - Factored goods","2010","250 and over","Euro Thousand",""
"Purchases - Factored goods","2011","0 - 9","Euro Thousand",""
"Purchases - Factored goods","2011","10 - 49","Euro Thousand",""
"Purchases - Factored goods","2011","50 - 249","Euro Thousand",""
"Purchases - Factored goods","2011","250 and over","Euro Thousand",""
"Purchases - Factored goods","2012","0 - 9","Euro Thousand",""
"Purchases - Factored goods","2012","10 - 49","Euro Thousand",""
"Purchases - Factored goods","2012","50 - 249","Euro Thousand",""
"Purchases - Factored goods","2012","250 and over","Euro Thousand",""
"Purchases - Factored goods","2013","0 - 9","Euro Thousand",""
"Purchases - Factored goods","2013","10 - 49","Euro Thousand",""
"Purchases - Factored goods","2013","50 - 249","Euro Thousand",""
"Purchases - Factored goods","2013","250 and over","Euro Thousand",""
"Purchases - Factored goods","2014","0 - 9","Euro Thousand",""
"Purchases - Factored goods","2014","10 - 49","Euro Thousand",""
"Purchases - Factored goods","2014","50 - 249","Euro Thousand",""
"Purchases - Factored goods","2014","250 and over","Euro Thousand",""
"Purchases - Factored goods","2015","0 - 9","Euro Thousand","6708"
"Purchases - Factored goods","2015","10 - 49","Euro Thousand","1974"
"Purchases - Factored goods","2015","50 - 249","Euro Thousand","2131"
"Purchases - Factored goods","2015","250 and over","Euro Thousand","530"
"Purchases - Factored goods","2016","0 - 9","Euro Thousand","10068"
"Purchases - Factored goods","2016","10 - 49","Euro Thousand","5851"
"Purchases - Factored goods","2016","50 - 249","Euro Thousand","837"
"Purchases - Factored goods","2016","250 and over","Euro Thousand","307"
"Purchases - Factored goods","2017","0 - 9","Euro Thousand","20208"
"Purchases - Factored goods","2017","10 - 49","Euro Thousand","11144"
"Purchases - Factored goods","2017","50 - 249","Euro Thousand","3022"
"Purchases - Factored goods","2017","250 and over","Euro Thousand","626"
"Purchases - Factored goods","2018","0 - 9","Euro Thousand","23408"
"Purchases - Factored goods","2018","10 - 49","Euro Thousand","17268"
"Purchases - Factored goods","2018","50 - 249","Euro Thousand","3308"
"Purchases - Factored goods","2018","250 and over","Euro Thousand","1844"
"Purchases - Factored goods","2019","0 - 9","Euro Thousand","36593"
"Purchases - Factored goods","2019","10 - 49","Euro Thousand","18044"
"Purchases - Factored goods","2019","50 - 249","Euro Thousand","6874"
"Purchases - Factored goods","2019","250 and over","Euro Thousand","2925"
"Purchases - Other goods/services","2008","0 - 9","Euro Thousand",""
"Purchases - Other goods/services","2008","10 - 49","Euro Thousand",""
"Purchases - Other goods/services","2008","50 - 249","Euro Thousand",""
"Purchases - Other goods/services","2008","250 and over","Euro Thousand",""
"Purchases - Other goods/services","2009","0 - 9","Euro Thousand",""
"Purchases - Other goods/services","2009","10 - 49","Euro Thousand",""
"Purchases - Other goods/services","2009","50 - 249","Euro Thousand",""
"Purchases - Other goods/services","2009","250 and over","Euro Thousand",""
"Purchases - Other goods/services","2010","0 - 9","Euro Thousand",""
"Purchases - Other goods/services","2010","10 - 49","Euro Thousand",""
"Purchases - Other goods/services","2010","50 - 249","Euro Thousand",""
"Purchases - Other goods/services","2010","250 and over","Euro Thousand",""
"Purchases - Other goods/services","2011","0 - 9","Euro Thousand",""
"Purchases - Other goods/services","2011","10 - 49","Euro Thousand",""
"Purchases - Other goods/services","2011","50 - 249","Euro Thousand",""
"Purchases - Other goods/services","2011","250 and over","Euro Thousand",""
"Purchases - Other goods/services","2012","0 - 9","Euro Thousand",""
"Purchases - Other goods/services","2012","10 - 49","Euro Thousand",""
"Purchases - Other goods/services","2012","50 - 249","Euro Thousand",""
"Purchases - Other goods/services","2012","250 and over","Euro Thousand",""
"Purchases - Other goods/services","2013","0 - 9","Euro Thousand",""
"Purchases - Other goods/services","2013","10 - 49","Euro Thousand",""
"Purchases - Other goods/services","2013","50 - 249","Euro Thousand",""
"Purchases - Other goods/services","2013","250 and over","Euro Thousand",""
"Purchases - Other goods/services","2014","0 - 9","Euro Thousand",""
"Purchases - Other goods/services","2014","10 - 49","Euro Thousand",""
"Purchases - Other goods/services","2014","50 - 249","Euro Thousand",""
"Purchases - Other goods/services","2014","250 and over","Euro Thousand",""
"Purchases - Other goods/services","2015","0 - 9","Euro Thousand",""
"Purchases - Other goods/services","2015","10 - 49","Euro Thousand",""
"Purchases - Other goods/services","2015","50 - 249","Euro Thousand",""
"Purchases - Other goods/services","2015","250 and over","Euro Thousand",""
"Purchases - Other goods/services","2016","0 - 9","Euro Thousand","10243"
"Purchases - Other goods/services","2016","10 - 49","Euro Thousand","71427330"
"Purchases - Other goods/services","2016","50 - 249","Euro Thousand","112958854"
"Purchases - Other goods/services","2016","250 and over","Euro Thousand","179116088"
"Purchases - Other goods/services","2017","0 - 9","Euro Thousand",""
"Purchases - Other goods/services","2017","10 - 49","Euro Thousand",""
"Purchases - Other goods/services","2017","50 - 249","Euro Thousand",""
"Purchases - Other goods/services","2017","250 and over","Euro Thousand",""
"Purchases - Other goods/services","2018","0 - 9","Euro Thousand",""
"Purchases - Other goods/services","2018","10 - 49","Euro Thousand",""
"Purchases - Other goods/services","2018","50 - 249","Euro Thousand",""
"Purchases - Other goods/services","2018","250 and over","Euro Thousand",""
"Purchases - Other goods/services","2019","0 - 9","Euro Thousand",""
"Purchases - Other goods/services","2019","10 - 49","Euro Thousand",""
"Purchases - Other goods/services","2019","50 - 249","Euro Thousand",""
"Purchases - Other goods/services","2019","250 and over","Euro Thousand",""
"Purchases - Total","2008","0 - 9","Euro Thousand",""
"Purchases - Total","2008","10 - 49","Euro Thousand",""
"Purchases - Total","2008","50 - 249","Euro Thousand",""
"Purchases - Total","2008","250 and over","Euro Thousand",""
"Purchases - Total","2009","0 - 9","Euro Thousand",""
"Purchases - Total","2009","10 - 49","Euro Thousand",""
"Purchases - Total","2009","50 - 249","Euro Thousand",""
"Purchases - Total","2009","250 and over","Euro Thousand",""
"Purchases - Total","2010","0 - 9","Euro Thousand",""
"Purchases - Total","2010","10 - 49","Euro Thousand",""
"Purchases - Total","2010","50 - 249","Euro Thousand",""
"Purchases - Total","2010","250 and over","Euro Thousand",""
"Purchases - Total","2011","0 - 9","Euro Thousand",""
"Purchases - Total","2011","10 - 49","Euro Thousand",""
"Purchases - Total","2011","50 - 249","Euro Thousand",""
"Purchases - Total","2011","250 and over","Euro Thousand",""
"Purchases - Total","2012","0 - 9","Euro Thousand",""
"Purchases - Total","2012","10 - 49","Euro Thousand",""
"Purchases - Total","2012","50 - 249","Euro Thousand",""
"Purchases - Total","2012","250 and over","Euro Thousand",""
"Purchases - Total","2013","0 - 9","Euro Thousand",""
"Purchases - Total","2013","10 - 49","Euro Thousand",""
"Purchases - Total","2013","50 - 249","Euro Thousand",""
"Purchases - Total","2013","250 and over","Euro Thousand",""
"Purchases - Total","2014","0 - 9","Euro Thousand",""
"Purchases - Total","2014","10 - 49","Euro Thousand",""
"Purchases - Total","2014","50 - 249","Euro Thousand",""
"Purchases - Total","2014","250 and over","Euro Thousand",""
"Purchases - Total","2015","0 - 9","Euro Thousand","5815684"
"Purchases - Total","2015","10 - 49","Euro Thousand","2241057"
"Purchases - Total","2015","50 - 249","Euro Thousand","650048"
"Purchases - Total","2015","250 and over","Euro Thousand","1054007"
"Purchases - Total","2016","0 - 9","Euro Thousand","7812265"
"Purchases - Total","2016","10 - 49","Euro Thousand","2655038"
"Purchases - Total","2016","50 - 249","Euro Thousand","1316046"
"Purchases - Total","2016","250 and over","Euro Thousand","1404596"
"Purchases - Total","2017","0 - 9","Euro Thousand","9459421"
"Purchases - Total","2017","10 - 49","Euro Thousand","3454138"
"Purchases - Total","2017","50 - 249","Euro Thousand","1713582"
"Purchases - Total","2017","250 and over","Euro Thousand","1606943"
"Purchases - Total","2018","0 - 9","Euro Thousand","10500197"
"Purchases - Total","2018","10 - 49","Euro Thousand","3897762"
"Purchases - Total","2018","50 - 249","Euro Thousand","2172201"
"Purchases - Total","2018","250 and over","Euro Thousand","2334684"
"Purchases - Total","2019","0 - 9","Euro Thousand","18777338"
"Purchases - Total","2019","10 - 49","Euro Thousand","7080118"
"Purchases - Total","2019","50 - 249","Euro Thousand","4056320"
"Purchases - Total","2019","250 and over","Euro Thousand","4674272"
